model,run_dir,train_lr,train_loss,test_loss,test_acc1,test_acc5,epoch,n_parameters
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.0002323168197224933,4.3913955822969095,3.901349130666481,26.310000500488282,53.350001245117184,36,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.0002313193510602431,4.394487807689569,3.8457861261547737,26.910000646972655,54.620001220703124,37,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.0002302968833641922,4.383609715486184,3.886773118432963,26.820000561523436,53.050001342773434,38,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00022924966891294885,4.380754305766179,3.8758175103169568,27.14000079345703,53.71000158691406,39,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.0002281779660910042,4.380687985053429,3.8590346102444633,27.56000078125,54.23000114746094,40,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00022708203932499216,4.380461777173556,3.90560241915145,27.450000646972658,53.2100013671875,41,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00022596215901844865,4.382304865274674,3.8958701727525242,27.690000646972656,53.880001538085935,42,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00022481860148508442,4.380396983562371,3.872527707297847,27.790000537109375,53.950001245117186,43,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.0002236516488805983,4.376722613359109,3.8354640141972958,28.320000756835938,54.54000129394531,44,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.0002224615891330957,4.358358510335287,3.8044383795756214,29.320000732421875,55.42000139160156,45,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00022124871587200394,4.375204129096789,3.8620245681618743,28.53000050048828,54.430001147460935,46,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00022001332835565419,4.353108891462669,3.7979951174754016,29.69000057373047,55.93000112304688,47,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00021875573139743104,4.362683791380662,3.8170194355946667,29.360000549316407,56.02000134277344,48,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00021747623529056907,4.346602311501136,3.8030174363334224,30.78000096435547,56.350001318359375,49,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.0002161751557315807,4.367418657205044,3.868983619617966,29.92000090332031,55.37000131835938,50,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00021485281374238472,4.363795710832645,3.8519060611724854,30.05000067138672,55.470001220703125,51,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00021350953559107701,4.3512410151652805,3.8630999664090715,29.87000070800781,55.140001318359374,52,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00021214565271144228,4.35913995107015,3.8024772068239607,30.640000854492186,56.52000107421875,53,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.0002107615016211737,4.354188853043777,3.799183971477005,30.030000537109373,55.990001171875,54,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00020935742383883742,4.3243892437372455,3.753482715138849,31.60000079345703,57.95000114746094,55,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00020793376579962417,4.3404112510192085,3.7354369703328834,31.70000089111328,57.320001391601565,56,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.0002064908787698426,4.331318212166811,3.7802945397934824,30.84000076904297,57.15000148925781,57,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.0002050291187602846,4.332162487812531,3.7697631862928285,32.280000952148434,57.93000129394531,58,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00020354884643835732,4.3360421902094135,3.727198492805913,32.05000089111328,58.12000119628906,59,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00020205042703910734,4.325424927931565,3.75692754421594,32.710001025390625,58.00000124511719,60,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.0002005342302750971,4.33230400452247,3.7457298602697984,33.0200009765625,58.6400013671875,61,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.000199000630245194,4.323925196207487,3.699254440811445,33.38000108642578,58.99000134277344,62,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00019745000534225613,4.31405632740412,3.720259036657945,33.91000098876953,58.92000163574219,63,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.0001958827381597767,4.333345220027826,3.6994862601442158,33.04000095214844,58.47000126953125,64,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00019429921539748082,4.315490686587799,3.767621382227484,33.15000109863281,58.94000131835938,65,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00019269982776591477,4.321511878111424,3.697287968869479,33.540000915527344,58.820001220703126,66,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.0001910849698900455,4.293168582671728,3.699107093631097,32.9900009399414,59.10000134277344,67,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.0001894550402118889,4.323679187358954,3.7499472375185983,33.44000095214844,58.640001098632816,68,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.000187810440892207,4.30022678680909,3.695476127120684,34.21000103759766,59.38000134277344,69,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00018615157771126884,4.2954850539183,3.7253622693835564,34.120001171875,59.6000013671875,70,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00018447885996874592,4.283005968118325,3.679538204984845,34.49000108642578,59.7800015625,71,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00018279270038271087,4.29121125294612,3.692114249715265,33.890000915527345,59.920001489257814,72,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00018109351498780946,4.293450513864175,3.6781404648187026,34.4600009765625,58.37000119628906,73,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00017938172303261235,4.277382262547811,3.641506496465431,35.00000108642578,60.08000131835937,74,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.0001776577468761745,4.275780258423243,3.6525580703087575,34.220000927734375,60.45000134277344,75,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00017592201188380968,4.283314449970539,3.6618640602759593,34.5600009765625,60.55000131835938,76,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00017417494632216018,4.307410498154469,3.7250724558560355,34.23000092773437,58.98000119628906,77,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00017241698125351117,4.289004651705424,3.6711585926559738,34.84000126953125,60.130001171875,78,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.000170648550429434,4.293526925184788,3.724560755603718,35.71000111083984,60.60000153808594,79,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00016887009018377852,4.293561231784332,3.6766419635628753,35.85000115966797,60.51000126953125,80,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.0001670820393249939,4.2682280112535524,3.6377674003817,35.810001196289065,60.76000148925781,81,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00016528483902787658,4.242583188643822,3.604178194729787,36.48000096435547,61.550001293945314,82,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00016347893272470639,4.272226057297144,3.6065556328251676,36.540001403808596,61.29000161132812,83,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00016166476599584363,4.268568354997879,3.6279994901621118,36.500001208496094,61.410001416015625,84,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00015984278645978122,4.255241839702313,3.6346666902866005,36.920001318359375,62.01000131835937,85,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00015801344366270917,4.241821103218275,3.6408893747149773,35.7300009765625,60.23000119628906,86,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00015617718896758506,4.2412672904821545,3.6373943562777535,36.81000109863281,61.89000163574219,87,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00015433447544278142,4.243578124657655,3.6497539619229875,37.1100013671875,61.71000141601562,88,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00015248575775028697,4.258405697040069,3.617757608305733,37.61000123291016,62.5000013671875,89,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.0001506314920335299,4.2489466263697695,3.686503923164224,37.16000107421875,61.80000161132813,90,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.0001487721358048292,4.263328812672541,3.6494616337542265,36.29000096435547,61.69000119628906,91,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00014690814783251084,4.221898362575433,3.6187643465006127,36.62000126953125,61.5900015625,92,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00014503998802771622,4.238651173542707,3.5966403979175494,36.75000087890625,62.2400013671875,93,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00014316811733092682,4.240847432307708,3.649902442716203,37.32000148925781,62.96000166015625,94,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.0001412929975982209,4.217286493228032,3.550169216012055,37.730001416015625,62.74000168457031,95,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.000139415091487342,4.214097748658596,3.6351573692177825,37.690001293945315,62.61000185546875,96,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00013753486234351767,4.2224849462509155,3.5543214285148763,37.81000129394531,63.1100013671875,97,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.0001356527740851571,4.195275620313791,3.5638262955647595,37.96000122070313,63.13000185546875,98,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.0001337692910893742,4.2174546730824005,3.551658904777383,38.14000124511719,63.69000183105469,99,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.0001318848780774172,4.1976990284063875,3.57203412955662,37.520001013183595,63.08000153808594,100,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00012999999999999977,4.206032822070978,3.5660592564996683,37.73000122070312,62.670001782226564,101,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00012811512192258126,4.209113550797487,3.6796570094126575,37.64000128173828,62.81000180664063,102,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.0001262307089106243,4.188947619535984,3.6056938351325267,37.92000126953125,63.00000170898438,103,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00012434722591484398,4.211050229194837,3.549409308523502,38.15000118408203,63.00000187988281,104,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00012246513765648334,4.185674115327688,3.56631956460341,38.600001672363284,63.480001708984375,105,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00012058490851265905,4.184819745406126,3.4830545524381242,38.73000126953125,63.55000185546875,106,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00011870700240177774,4.160412195401314,3.5664031190692254,38.5800015625,63.700002709960934,107,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00011683188266907453,4.207917395004859,3.5626651161121874,38.93000126953125,63.470001635742186,108,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00011496001197228338,4.167755596454327,3.596974683257769,39.08000153808594,64.02000153808594,109,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00011309185216749016,4.150621467370254,3.499383139160444,39.73000115966797,63.89000244140625,110,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00011122786419517223,4.189389498417194,3.537354086929897,39.41000151367187,63.830001635742185,111,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00010936850796647108,4.152788887879788,3.4774330651985026,39.03000126953125,63.63000173339844,112,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00010751424224971378,4.130487098449316,3.5491895900582366,38.100001245117184,63.470001953125,113,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00010566552455721927,4.153086543694521,3.503486205946724,39.75000124511719,64.730001953125,114,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00010382281103241558,4.123189638822507,3.599177742904087,39.66000115966797,64.40000180664063,115,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00010198655633729147,4.117861808874668,3.524291452371849,39.41000131835938,64.40000190429687,116,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,0.00010015721354021693,4.169716573372865,3.5078613308240785,39.77000150146485,64.3700017578125,117,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,9.833523400415487e-05,4.135988042293451,3.483983710127057,39.73000107421875,64.1800017578125,118,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,9.652106727529187e-05,4.150280753771464,3.523661325562675,39.970001110839846,64.4700022705078,119,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,9.471516097212379e-05,4.132416984973809,3.5075537348693273,40.020001306152345,65.00000170898437,120,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,9.291796067500669e-05,4.110030593016209,3.518374393571098,40.12000124511719,65.09000207519532,121,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,9.112990981622219e-05,4.137208368839362,3.5199680823200152,39.95000151367187,64.94000231933593,122,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,8.935144957056523e-05,4.142664438027602,3.5509369193382985,39.480001171875,64.70000236816406,123,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,8.758301874648889e-05,4.1154877607639015,3.4836385519999378,40.12000113525391,64.350001953125,124,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,8.582505367783828e-05,4.114702446032793,3.5155177251347958,40.07000134277344,64.80000212402344,125,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,8.407798811618873e-05,4.100321017167507,3.454384983710523,40.45000129394531,65.17000244140625,126,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,8.234225312382654e-05,4.1135072842622415,3.476214755256221,40.27000139160156,64.99000205078126,127,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,8.061827696738739e-05,4.115957792599996,3.443273701757755,40.350001208496096,64.93000187988281,128,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,7.890648501219092e-05,4.090369841991326,3.508140154604642,40.74000146484375,65.02000192871094,129,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,7.720729961728948e-05,4.090573343252524,3.5273346631032116,40.6400013671875,65.49000209960937,130,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,7.552114003125505e-05,4.0631436861478365,3.445736196805846,40.70000146484375,65.06000256347656,131,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,7.384842228873057e-05,4.057674857286306,3.4378007627883047,40.92000139160156,65.11000197753906,132,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,7.218955910779435e-05,4.06503399335421,3.462797889169657,40.68000095214844,65.79000207519532,133,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,7.054495978811154e-05,4.055209953357012,3.4307329114877954,40.79000119628906,65.70000224609375,134,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,6.891503010995545e-05,4.098939382112944,3.4611316851849825,40.58000114746094,65.71000266113282,135,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,6.730017223408657e-05,4.055637681789888,3.4285587274803304,40.730001123046875,65.94000222167969,136,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,6.570078460252025e-05,4.064915716342437,3.4115517994142928,40.5100013671875,65.51000239257813,137,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,6.411726184022452e-05,4.070273553408109,3.4561395420218415,41.03000163574219,66.29000229492188,138,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,6.254999465774388e-05,4.033676226322467,3.396926596479596,41.43000124511719,66.05000251464844,139,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,6.0999369754806e-05,4.03755584863516,3.434838155530534,41.350001025390625,66.60000212402343,140,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,5.946576972490341e-05,4.032403252674983,3.440791458453772,40.64000122070313,65.60000168457032,141,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,5.79495729608944e-05,4.024270882973304,3.4004294152529733,41.54000126953125,66.36000183105469,142,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,5.6451153561642594e-05,4.013769962237432,3.389004698339498,41.570001171875,66.0000022216797,143,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,5.497088123971487e-05,4.014788044415988,3.4481008997503317,41.240001245117185,66.23000209960938,144,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,5.350912123015772e-05,4.028390387999706,3.4356142394947558,41.340001171875,66.33000227050782,145,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,5.2066234200377786e-05,4.048236529643719,3.4417458660197706,41.59000126953125,66.36000207519531,146,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,5.064257616116178e-05,4.011204587496244,3.4397442070943005,42.03000158691406,66.56000270996094,147,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,4.923849837882752e-05,4.026602641130105,3.3856911614256084,41.88000151367188,67.13000300292968,148,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,4.7854347288557544e-05,4.019573052724202,3.4073640355524026,41.21000122070313,66.30000178222656,149,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,4.649046440892224e-05,4.023458149494269,3.4062150919212484,41.50000134277344,66.59000200195312,150,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,4.514718625761431e-05,3.999722703297933,3.3747352519125307,41.120001586914064,66.39000256347656,151,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,4.3824844268417024e-05,4.006840457060398,3.423210917778735,41.860001391601564,66.49000200195313,152,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,4.252376470943045e-05,3.986538525728079,3.429338792584977,41.590001416015625,66.96000207519532,153,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,4.124426860256666e-05,3.9832162899848744,3.357421002298031,41.400001049804686,67.08000244140625,154,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,3.998667164434485e-05,4.015774907821264,3.3480530459925815,42.06000104980469,66.69000251464844,155,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,3.875128412799594e-05,3.9747543292167857,3.3878261593152894,41.32000124511719,66.16000219726563,156,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,3.7538410866905005e-05,3.9701455403596926,3.3896708083602616,41.81000118408203,66.97000246582031,157,4757060
repvit_m0_9,DL project/Rudra's contribution/experiment_logs/repvit_m0_9,3.6348351119400744e-05,3.955003512822665,3.424207278017728,42.07000124511719,66.72000239257812,158,4757060
